9.312292177650716596e+00,2.710892065569683140e+01,-6.826671930345142414e+01,2.250000000000000000e+01,2.900000000000000355e-01,4.800000000000000000e+02,1.330000000000000000e+02,3.043368750000000773e+02,0.000000000000000000e+00
8.541273580553964351e+00,2.513588010256655281e+01,-6.758419986007568525e+01,2.200000000000000000e+01,8.000000000000000167e-02,7.200000000000000000e+01,2.700000000000000000e+01,2.187999999999999545e+01,0.000000000000000000e+00
7.314893105569822751e+00,2.587677654981183650e+01,-6.817978699690334565e+01,2.200000000000000000e+01,6.000000000000000472e-02,5.200000000000000000e+01,1.600000000000000000e+01,1.572750000000000092e+01,0.000000000000000000e+00
6.860767669525899670e+00,2.633246299775349897e+01,-6.895770902453176632e+01,2.400000000000000000e+01,2.900000000000000355e-01,3.380000000000000000e+02,1.050000000000000000e+02,2.275956250000000693e+02,0.000000000000000000e+00
6.173543367557821959e+00,2.875650976611778020e+01,-6.824499945328157935e+01,1.850000000000000000e+01,2.000000000000000042e-02,1.600000000000000000e+01,8.000000000000000000e+00,2.252499999999999947e+00,0.000000000000000000e+00
5.421388240768459710e+00,2.550105983549770983e+01,-6.892385426404193538e+01,1.600000000000000000e+01,5.000000000000000278e-02,4.200000000000000000e+01,1.000000000000000000e+01,1.631250000000000000e+01,0.000000000000000000e+00
5.420188310842240398e+00,2.529754110944938716e+01,-6.826882375262827907e+01,2.200000000000000000e+01,4.000000000000000083e-02,2.300000000000000000e+01,6.000000000000000000e+00,6.059999999999998721e+00,0.000000000000000000e+00
5.095125264030357037e+00,2.502393144493701982e+01,-6.812263345321240138e+01,1.700000000000000000e+01,1.100000000000000006e-01,1.340000000000000000e+02,4.300000000000000000e+01,8.386812500000000625e+01,0.000000000000000000e+00
5.011929099318447101e+00,2.449666581005130439e+01,-6.821008101723553807e+01,1.850000000000000000e+01,4.000000000000000083e-02,4.800000000000000000e+01,1.200000000000000000e+01,2.153999999999999559e+01,0.000000000000000000e+00
4.991191948755602681e+00,2.557616155863807705e+01,-6.782380392490004795e+01,1.600000000000000000e+01,6.000000000000000472e-02,4.800000000000000000e+01,1.800000000000000000e+01,2.162250000000000227e+01,0.000000000000000000e+00
4.893238918917700353e+00,2.749945782299073116e+01,-6.853021083383518430e+01,2.200000000000000000e+01,1.700000000000000122e-01,1.820000000000000000e+02,5.600000000000000000e+01,1.242700000000000244e+02,0.000000000000000000e+00
4.565559789746900243e+00,2.652591128308278456e+01,-6.759944719933025681e+01,1.850000000000000000e+01,2.000000000000000042e-02,1.100000000000000000e+01,4.000000000000000000e+00,2.122499999999999609e+00,0.000000000000000000e+00
4.420352232566247430e+00,2.446975722613678883e+01,-6.777834909075679093e+01,1.750000000000000000e+01,5.000000000000000278e-02,4.000000000000000000e+01,1.000000000000000000e+01,1.859375000000000000e+01,0.000000000000000000e+00
4.039072529829285330e+00,2.556114418384606779e+01,-6.908520871444915201e+01,2.050000000000000000e+01,2.400000000000000189e-01,4.970000000000000000e+02,1.240000000000000000e+02,4.129200000000000728e+02,0.000000000000000000e+00
3.953658009976150023e+00,2.627674931089535093e+01,-6.821630481451506967e+01,1.650000000000000000e+01,2.000000000000000111e-01,3.290000000000000000e+02,8.500000000000000000e+01,2.630000000000000000e+02,0.000000000000000000e+00
3.554870167310973272e+00,2.401337279186300222e+01,-6.793615798917106474e+01,2.000000000000000000e+01,2.900000000000000355e-01,8.270000000000000000e+02,2.000000000000000000e+02,7.295675000000002228e+02,0.000000000000000000e+00
3.348172311570712267e+00,2.650768296195614937e+01,-6.778932200806391961e+01,1.900000000000000000e+01,5.000000000000000278e-02,3.000000000000000000e+01,7.000000000000000000e+00,1.567187500000000000e+01,0.000000000000000000e+00
2.736795123261528406e+00,2.801886844943345523e+01,-6.852332577429761784e+01,1.900000000000000000e+01,4.000000000000000083e-02,2.000000000000000000e+01,5.000000000000000000e+00,1.059999999999999964e+01,0.000000000000000000e+00
1.667219938529885370e+00,2.501501861043497499e+01,-6.883373909549887060e+01,1.950000000000000000e+01,4.000000000000000083e-02,2.800000000000000000e+01,6.000000000000000000e+00,2.064999999999999858e+01,0.000000000000000000e+00
