ra dec
24.999999999999986 -76.81353334098655
34.999999999999915 -76.81353334098657
44.999999999999936 -76.81353334098655
55.000000000000014 -76.81353334098658
65.00000000000003 -76.81353334098655
74.99999999999997 -76.81353334098658
85.0 -76.81353334098658
95.00000000000003 -76.81353334098658
105.00000000000003 -76.81353334098655
114.99999999999997 -76.81353334098658
124.99999999999999 -76.81353334098655
134.99999999999994 -76.81353334098655
145.0 -76.81353334098657
155.00000000000006 -76.81353334098658
165.0 -76.81353334098658
174.9999999999998 -76.81353334098655
184.99999999999977 -76.81353334098657
314.9999999999999 -76.81353334098658
325.00000000000006 -76.81353334098665
335.0 -76.8135333409866
344.99999999999994 -76.81353334098658
355.0000000000002 -76.8135333409866
5.625000000000218 -78.28414760510766
16.875000000000277 -78.28414760510763
28.125000000000096 -78.28414760510763
39.3750000000001 -78.28414760510763
50.6250000000002 -78.28414760510763
61.87500000000011 -78.28414760510762
73.12500000000004 -78.28414760510763
84.37500000000001 -78.28414760510763
95.625 -78.28414760510763
106.875 -78.28414760510759
118.12499999999996 -78.28414760510762
129.37499999999991 -78.28414760510763
140.62500000000006 -78.28414760510765
151.87499999999991 -78.28414760510763
163.125 -78.28414760510765
174.3749999999999 -78.28414760510763
185.625 -78.28414760510765
309.375 -78.28414760510769
320.625 -78.28414760510768
331.875 -78.28414760510763
343.125 -78.28414760510766
354.3750000000003 -78.28414760510766
6.428571428571547 -79.75282793472049
19.28571428571438 -79.75282793472046
32.142857142857096 -79.75282793472046
45.00000000000014 -79.75282793472047
57.85714285714285 -79.75282793472046
70.71428571428586 -79.75282793472046
83.57142857142861 -79.75282793472046
96.42857142857146 -79.75282793472047
109.28571428571428 -79.75282793472047
122.14285714285717 -79.75282793472047
134.99999999999991 -79.75282793472047
147.85714285714275 -79.75282793472046
160.71428571428558 -79.75282793472046
173.57142857142836 -79.75282793472046
186.42857142857136 -79.75282793472047
199.28571428571422 -79.75282793472049
315.0 -79.75282793472046
327.85714285714295 -79.75282793472046
340.7142857142857 -79.75282793472047
353.57142857142884 -79.75282793472053
7.500000000000093 -81.21982231598935
22.500000000000053 -81.21982231598936
37.50000000000017 -81.21982231598932
52.500000000000135 -81.21982231598933
67.50000000000006 -81.21982231598935
82.50000000000004 -81.21982231598933
97.50000000000001 -81.21982231598936
112.5 -81.21982231598935
127.49999999999993 -81.21982231598933
142.49999999999994 -81.21982231598935
157.49999999999963 -81.2198223159893
172.5000000000001 -81.21982231598935
187.4999999999997 -81.21982231598935
202.49999999999986 -81.21982231598935
307.5 -81.21982231598935
322.50000000000006 -81.21982231598942
337.5 -81.21982231598935
352.5000000000002 -81.21982231598938
9.000000000000371 -82.68537621076392
26.999999999999932 -82.68537621076392
44.99999999999991 -82.68537621076393
63.00000000000037 -82.68537621076388
81.00000000000004 -82.6853762107639
99.00000000000004 -82.6853762107639
116.99999999999997 -82.6853762107639
134.99999999999997 -82.6853762107639
153.00000000000003 -82.68537621076392
170.9999999999999 -82.68537621076392
189.00000000000003 -82.68537621076392
206.9999999999997 -82.68537621076393
224.99999999999986 -82.68537621076392
314.99999999999994 -82.68537621076395
333.0000000000003 -82.68537621076398
351.0 -82.6853762107639
11.25000000000065 -84.14973293629669
33.7500000000001 -84.1497329362967
56.250000000000114 -84.14973293629667
78.74999999999982 -84.14973293629667
101.25000000000004 -84.14973293629666
123.74999999999982 -84.14973293629664
146.24999999999977 -84.14973293629666
168.74999999999991 -84.14973293629666
191.24999999999926 -84.14973293629666
213.74999999999991 -84.14973293629666
236.24999999999986 -84.14973293629666
258.7499999999999 -84.14973293629666
281.24999999999994 -84.14973293629666
303.75000000000006 -84.14973293629674
326.2500000000002 -84.1497329362967
348.7500000000002 -84.14973293629669
14.999999999999938 -85.61313403601547
45.00000000000008 -85.61313403601544
75.0 -85.61313403601544
105.00000000000006 -85.61313403601544
134.99999999999977 -85.61313403601544
165.0 -85.61313403601545
194.9999999999992 -85.61313403601545
224.9999999999991 -85.61313403601548
254.9999999999998 -85.61313403601548
285.00000000000034 -85.61313403601545
315.00000000000034 -85.61313403601545
345.00000000000017 -85.61313403601544
22.500000000000348 -87.07581964294994
67.50000000000017 -87.07581964294995
112.49999999999984 -87.07581964294997
157.50000000000026 -87.07581964294998
202.49999999999926 -87.07581964295
247.49999999999963 -87.07581964295001
292.4999999999999 -87.07581964295001
337.50000000000045 -87.07581964295002
45.000000000000945 -88.53802883735192
134.99999999999932 -88.53802883735192
224.99999999999932 -88.53802883735193
315.0000000000002 -88.53802883735193
