ra dec
55.58823529411767 -64.94808409550689
60.882352941176464 -64.94808409550687
66.17647058823539 -64.94808409550689
71.47058823529413 -64.94808409550687
76.76470588235298 -64.94808409550687
82.05882352941175 -64.94808409550689
87.3529411764706 -64.94808409550689
92.64705882352942 -64.94808409550687
97.94117647058822 -64.94808409550686
103.23529411764704 -64.94808409550684
108.5294117647059 -64.94808409550689
113.8235294117647 -64.94808409550689
119.11764705882347 -64.94808409550687
124.4117647058823 -64.94808409550689
129.70588235294116 -64.94808409550689
134.99999999999991 -64.94808409550687
140.29411764705875 -64.94808409550689
145.58823529411765 -64.94808409550689
59.06249999999998 -66.44353569089876
64.6875 -66.44353569089876
70.31249999999997 -66.44353569089873
75.93750000000004 -66.44353569089877
87.1875 -66.44353569089877
92.81250000000001 -66.44353569089876
98.43750000000001 -66.44353569089873
104.0625 -66.44353569089877
109.68750000000001 -66.44353569089877
115.31249999999997 -66.44353569089876
120.93749999999997 -66.44353569089877
126.56249999999997 -66.4435356908988
132.18749999999994 -66.44353569089876
137.81249999999997 -66.44353569089877
143.43749999999994 -66.44353569089877
149.06249999999991 -66.44353569089876
63.00000000000003 -67.9349286489914
69.00000000000004 -67.9349286489914
93.00000000000003 -67.93492864899137
99.00000000000001 -67.9349286489914
105.0 -67.93492864899139
110.99999999999999 -67.9349286489914
117.00000000000003 -67.9349286489914
122.99999999999996 -67.93492864899137
129.00000000000003 -67.9349286489914
135.0 -67.9349286489914
140.99999999999997 -67.9349286489914
147.00000000000003 -67.93492864899142
152.99999999999994 -67.93492864899139
67.49999999999997 -69.42254649458222
93.21428571428571 -69.42254649458219
99.64285714285712 -69.4225464945822
106.07142857142854 -69.42254649458218
112.50000000000001 -69.42254649458222
118.9285714285714 -69.42254649458219
125.3571428571428 -69.4225464945822
131.78571428571425 -69.4225464945822
138.21428571428564 -69.4225464945822
144.64285714285722 -69.42254649458225
151.07142857142853 -69.4225464945822
157.49999999999997 -69.42254649458224
65.76923076923076 -70.90666664467565
93.46153846153845 -70.90666664467562
100.38461538461539 -70.90666664467561
107.30769230769226 -70.90666664467564
114.23076923076918 -70.90666664467562
121.15384615384615 -70.90666664467564
128.0769230769231 -70.90666664467562
134.99999999999991 -70.90666664467564
141.9230769230769 -70.90666664467564
148.84615384615378 -70.90666664467564
155.76923076923066 -70.90666664467562
71.24999999999997 -72.38756092964962
93.74999999999999 -72.38756092964962
101.24999999999997 -72.38756092964958
108.74999999999996 -72.38756092964958
116.25 -72.38756092964962
123.74999999999993 -72.38756092964961
131.24999999999991 -72.38756092964961
138.74999999999994 -72.38756092964962
146.24999999999994 -72.38756092964962
85.90909090909095 -73.86549608859849
94.0909090909091 -73.86549608859848
102.27272727272727 -73.86549608859849
110.45454545454545 -73.86549608859848
118.6363636363636 -73.8654960885985
126.81818181818183 -73.86549608859849
134.99999999999994 -73.86549608859848
143.18181818181813 -73.86549608859848
94.5 -75.34073424154307
103.5 -75.34073424154306
112.50000000000001 -75.34073424154306
121.49999999999997 -75.34073424154305
130.49999999999991 -75.34073424154306
